"2p Filename","Survey_Visual_2019-07-23-18-22-01","Date","2019-07-23 18:20:20.506018","ROI Filename","E:/BMI/07-23-19-cw26/7-23-19 new #5 to #8.roi","ROI Weights","[ 1.  1. -1. -1.]","Decoder","TriggeredImpulseLinearDecel","Impulse","0.0045","min_velocity","-5e-05","max_velocity","0.045","linear_decel","5e-05","Sine Speed","0.0005","stop_thresh","-0.35","reward_thresh","0.35","random_start_range","[0.2, -0.2]","max_trial_length","60","reward_time","2","inter_trial_interval","4","timeout_duration","0","iterations","32"
"Time","Trial","State","Event","Orientation","Position","Velocity","Decoder Output"
"18:23:44.873572","11","BMI Feedback","Target Reached","0.0","0.35267972077659737","0","False"
"18:23:44.889198","11","Reward","Reward Presented","0.0","0.35267972077659737","0","False"
"18:23:46.905449","11","ITI","ITI Start","0.0","0.35267972077659737","0","False"
"18:23:51.724628","12","BMI Feedback","Control Applied","0.0","-0.06662498960950702","0.00445","True"
"18:23:53.454750","12","BMI Feedback","Control Applied","0.0","0.13297501039049306","0.004449999999999999","True"
"18:23:54.407445","12","BMI Feedback","Control Applied","0.0","0.3084250103904931","0.006099999999999998","True"
"18:23:54.524540","12","BMI Feedback","Target Reached","0.0","0.35007501039049316","0","False"
"18:23:54.541192","12","Reward","Reward Presented","0.0","0.35007501039049316","0","False"
"18:23:56.541769","12","ITI","ITI Start","0.0","0.35007501039049316","0","False"
"18:24:00.986250","13","BMI Feedback","Control Applied","0.0","-0.10937214633702026","0.00445","True"
"18:24:02.908298","13","BMI Feedback","Control Applied","0.0","0.08962785366297989","0.004449999999999999","True"
"18:24:03.877133","13","BMI Feedback","Control Applied","0.0","0.26507785366297987","0.006099999999999998","True"
"18:24:04.127156","13","BMI Feedback","Target Reached","0.0","0.3513278536629799","0","False"
"18:24:04.142783","13","Reward","Reward Presented","0.0","0.3513278536629799","0","False"
"18:24:06.158584","13","ITI","ITI Start","0.0","0.3513278536629799","0","False"
"18:24:10.260639","14","BMI Feedback","Control Applied","0.0","-0.014600212448718668","0.00445","True"
"18:24:11.474258","14","BMI Feedback","Control Applied","0.0","0.1788497875512813","0.005349999999999999","True"
"18:24:12.123807","14","BMI Feedback","Target Reached","0.0","0.3504497875512814","0","False"
"18:24:12.155077","14","Reward","Reward Presented","0.0","0.3504497875512814","0","False"
"18:24:14.170877","14","ITI","ITI Start","0.0","0.3504497875512814","0","False"
"18:24:18.551933","15","BMI Feedback","Control Applied","0.0","-0.012607022099201757","0.00445","True"
"18:24:20.340427","15","BMI Feedback","Control Applied","0.0","0.1867429779007983","0.004449999999999999","True"
"18:24:21.217854","15","BMI Feedback","Target Reached","0.0","0.3518429779007983","0","False"
"18:24:21.233481","15","Reward","Reward Presented","0.0","0.3518429779007983","0","False"
"18:24:23.234062","15","ITI","ITI Start","0.0","0.3518429779007983","0","False"
"18:24:36.668937","16","BMI Feedback","Control Applied","0.0","0.15372800629711592","0.00445","True"
"18:24:37.781632","16","BMI Feedback","Control Applied","0.0","0.3413280062971159","0.005649999999999999","True"
"18:24:37.828510","16","BMI Feedback","Target Reached","0.0","0.3525780062971159","0","False"
"18:24:37.844138","16","Reward","Reward Presented","0.0","0.3525780062971159","0","False"
"18:24:39.859939","16","ITI","ITI Start","0.0","0.3525780062971159","0","False"
"18:24:46.638340","17","BMI Feedback","Control Applied","0.0","-0.12790602925625397","0.00445","True"
"18:24:51.508916","17","BMI Feedback","Control Applied","0.0","0.062193970743747114","0.004449999999999999","True"
"18:24:52.893248","17","BMI Feedback","Control Applied","0.0","0.2613939707437471","0.004849999999999998","True"
"18:24:53.254287","17","BMI Feedback","Target Reached","0.0","0.3527439707437471","0","False"
"18:24:53.256472","17","Reward","Reward Presented","0.0","0.3527439707437471","0","False"
"18:24:55.257046","17","ITI","ITI Start","0.0","0.3527439707437471","0","False"
"18:25:00.756398","18","BMI Feedback","Control Applied","0.0","-0.046044515406706475","0.00445","True"
"18:25:01.756305","18","BMI Feedback","Control Applied","0.0","0.13245548459329354","0.005999999999999998","True"
"18:25:02.506896","18","BMI Feedback","Target Reached","0.0","0.35295548459329373","0","False"
"18:25:02.523041","18","Reward","Reward Presented","0.0","0.35295548459329373","0","False"
"18:25:04.523659","18","ITI","ITI Start","0.0","0.35295548459329373","0","False"
"18:25:09.289494","19","BMI Feedback","Control Applied","0.0","0.015903090241465818","0.00445","True"
"18:25:10.290126","19","BMI Feedback","Control Applied","0.0","0.1944030902414658","0.005999999999999998","True"
"18:25:10.792992","19","BMI Feedback","Target Reached","0.0","0.3526530902414659","0","False"
"18:25:10.808635","19","Reward","Reward Presented","0.0","0.3526530902414659","0","False"
"18:25:12.837370","19","ITI","ITI Start","0.0","0.3526530902414659","0","False"
"18:25:17.742094","20","BMI Feedback","Control Applied","0.0","-0.09206898399575113","0.00445","True"
"18:25:18.773436","20","BMI Feedback","Control Applied","0.0","0.08928101600424888","0.005899999999999999","True"
"18:25:19.757899","20","BMI Feedback","Target Reached","0.0","0.35183101600424926","0","False"
"18:25:19.773526","20","Reward","Reward Presented","0.0","0.35183101600424926","0","False"
"18:25:21.774098","20","ITI","ITI Start","0.0","0.35183101600424926","0","False"
"18:25:26.522937","21","BMI Feedback","Control Applied","0.0","0.11796176627907716","0.00445","True"
"18:25:27.539251","21","BMI Feedback","Control Applied","0.0","0.29791176627907723","0.005949999999999999","True"
"18:25:27.705865","21","BMI Feedback","Target Reached","0.0","0.35516176627907725","0","False"
"18:25:27.737122","21","Reward","Reward Presented","0.0","0.35516176627907725","0","False"
"18:25:29.752936","21","ITI","ITI Start","0.0","0.35516176627907725","0","False"
"18:25:42.920163","22","BMI Feedback","Control Applied","0.0","0.06398267511356025","0.00445","True"
"18:25:43.920139","22","BMI Feedback","Control Applied","0.0","0.24248267511356025","0.005999999999999998","True"
"18:25:44.239305","22","BMI Feedback","Target Reached","0.0","0.3529826751135603","0","False"
"18:25:44.255944","22","Reward","Reward Presented","0.0","0.3529826751135603","0","False"
"18:25:46.256525","22","ITI","ITI Start","0.0","0.3529826751135603","0","False"
"18:26:50.286984","23","Timeout","Timeout Start","0.0","-0.16989371810698478","-5e-05","False"
"18:26:50.318241","23","ITI","ITI Start","0.0","-0.16989371810698478","-5e-05","False"
"18:27:54.335197","24","Timeout","Timeout Start","0.0","-0.0322967369834077","-5e-05","False"
"18:27:54.366467","24","ITI","ITI Start","0.0","-0.0322967369834077","-5e-05","False"
"18:28:58.399439","25","Timeout","Timeout Start","0.0","-0.19560368967238498","-5e-05","False"
"18:28:58.430692","25","ITI","ITI Start","0.0","-0.19560368967238498","-5e-05","False"
"18:30:02.473005","26","Timeout","Timeout Start","0.0","-0.031054512118452057","-5e-05","False"
"18:30:02.504259","26","ITI","ITI Start","0.0","-0.031054512118452057","-5e-05","False"
"18:30:55.963763","27","BMI Feedback","Session Terminated early by experimenter","0.0","-0.040209582489316345","-5e-05","False"
